practiceimage,PracticeimageCorrAns,congruent,practiceSentence,practiceSentenceCompQ,compRespL,compRespR,compRespCorr,block,image,sentence,ambiguous,critical,Incongruent,Single,imageCorrAns,incongruentambiguous,criticalSentenceCode,compQ,RepeatFlankerIfNeeded.thisRepN,RepeatFlankerIfNeeded.thisTrialN,RepeatFlankerIfNeeded.thisN,RepeatFlankerIfNeeded.thisIndex,practiceFlankerLoop.thisRepN,practiceFlankerLoop.thisTrialN,practiceFlankerLoop.thisN,practiceFlankerLoop.thisIndex,RepeatPracticeSentencesIfNeeded.thisRepN,RepeatPracticeSentencesIfNeeded.thisTrialN,RepeatPracticeSentencesIfNeeded.thisN,RepeatPracticeSentencesIfNeeded.thisIndex,practiceSentenceLoop.thisRepN,practiceSentenceLoop.thisTrialN,practiceSentenceLoop.thisN,practiceSentenceLoop.thisIndex,MixedPractice.thisRepN,MixedPractice.thisTrialN,MixedPractice.thisN,MixedPractice.thisIndex,MixedPracticeTrial.thisRepN,MixedPracticeTrial.thisTrialN,MixedPracticeTrial.thisN,MixedPracticeTrial.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,keyResponseIntroText.keys,keyResponseIntroText.rt,keyResponseIntro2Text.keys,keyResponseIntro2Text.rt,FlankerInstructions_keyresponse.keys,FlankerInstructions_keyresponse.rt,FlankerInstructions2_keyresponse.keys,FlankerInstructions2_keyresponse.rt,PracticeFlankerResponse.keys,PracticeFlankerResponse.corr,PracticeFlankerResponse.rt,SPRInstructions_keyresponse.keys,SPRInstructions_keyresponse.rt,key_resp_5.keys,key_resp_5.rt,SPRinstructions2_keyresponse.keys,SPRinstructions2_keyresponse.rt,IRI_0,IRI_FL_0,space_0,IRI_1,IRI_FL_1,space_1,IRI_2,IRI_FL_2,space_2,IRI_3,IRI_FL_3,space_3,IRI_4,IRI_FL_4,space_4,IRI_5,IRI_FL_5,space_5,IRI_6,IRI_FL_6,space_6,IRI_7,IRI_FL_7,space_7,IRI_8,IRI_FL_8,space_8,IRI_9,IRI_FL_9,space_9,IRI_10,IRI_FL_10,space_10,IRI_11,IRI_FL_11,space_11,IRI_12,IRI_FL_12,space_12,key_resp_practiceCompQ.keys,key_resp_practiceCompQ.corr,key_resp_practiceCompQ.rt,IRI_13,IRI_FL_13,space_13,combinedInstructions_keyresponse.keys,combinedInstructions_keyresponse.rt,keyResponseInstructionsMixed.keys,keyResponseInstructionsMixed.rt,flankerkeyresponse.keys,flankerkeyresponse.corr,flankerkeyresponse.rt,CompQkeyresponse.keys,CompQkeyresponse.corr,CompQkeyresponse.rt,key_resp_3.keys,keyResponsePreStart.keys,keyResponsePreStart.rt,key_resp_2.keys,key_resp_4.keys,IRI_14,IRI_FL_14,space_14,IRI_15,IRI_FL_15,space_15,IRI_16,IRI_FL_16,space_16,IRI_17,IRI_FL_17,space_17,IRI_18,IRI_FL_18,space_18,IRI_19,IRI_FL_19,space_19,key_resp_4.rt,rest_keyresponse.keys,rest_keyresponse.rt,IRI_20,IRI_FL_20,space_20,participant,session,group,level,date,expName,frameRate,
,,1,,,Verdadero,Falso,j,B,congruent_right,Cuando Dora compró la comida se le quedó en el mercado,1,1,0,0,j,0,30,Dora salió del mercado con la comida.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,40,40,9,,,,,,,,,,,,,,,,,,0.5495654480182566,0.5401900880387984,0.5495654480182566,0.33510691998526454,0.3051817669766024,0.8846723680035211,0.3340840499731712,0.3050232999958098,1.2187564179766923,0.4682506750104949,0.4391385480412282,1.6870070929871872,0.5506350570358336,0.5217240329948254,2.237642150023021,0.4182223199750297,0.38430374796735123,2.6558644699980505,0.3178559700027108,0.28501918498659506,2.9737204400007613,0.4179853930254467,0.3895563650294207,3.391705833026208,0.40019510698039085,0.371302645013202,3.791900940006599,0.4336666209856048,0.4031335070030764,4.225567560992204,0.41788851498859003,0.3862229730002582,4.643456075980794,,,,,,,,,,,,,,,,,j,1,0.5548526229686104,j,1,4.182655406999402,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,f,A,incongruent_left,a,0,0,1,0,f,0,313,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,41,41,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.6917125569889322,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,f,B,incongruent_right,El chico toca el violín raro,0,0,1,0,j,0,257,El chico no sabe tocar bien.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,42,42,56,,,,,,,,,,,,,,,,,,0.7176764570176601,0.7103910610312596,0.7176764570176601,0.33262855402426794,0.30229535000398755,1.050305011041928,0.3179334669839591,0.30106872599571943,1.3682384780258872,0.3005856249947101,0.28705501201329753,1.6688241030205972,0.3690533390035853,0.33938962599495426,2.0378774420241825,0.4345671350019984,0.40607237204676494,2.472444577026181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.5730497980257496,f,1,3.781552976986859,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,f,B,single_right,La casa de Enrique le quedó muy limpia antes de su fiesta,0,0,0,1,j,0,246,Enrique limpió la casa antes de recibir a los invitados.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,43,43,45,,,,,,,,,,,,,,,,,,0.5011964300065301,0.4854187020100653,0.5011964300065301,0.3677747799665667,0.3388753669569269,0.8689712099730968,0.3841659580357373,0.35527448501670733,1.2531371680088341,0.31747978198109195,0.2896670129848644,1.570616949989926,0.40050518000498414,0.3719804199645296,1.9711221299949102,0.35096373001579195,0.3214030870003626,2.322085860010702,0.3676319029764272,0.33948573196539655,2.6897177629871294,0.38518057198962197,0.3521261300193146,3.0748983349767514,0.3674069850239903,0.33831737702712417,3.4423053200007416,0.4012023250106722,0.3687066800193861,3.843507645011414,0.3503470699652098,0.3214268470183015,4.193854714976624,0.36796053498983383,0.3384175999672152,4.5618152499664575,,,,,,,,,,,,,,j,1,0.3897622920339927,f,1,5.369518525025342,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,f,A,single_right,a,0,0,0,1,j,0,306,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,44,44,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.5053404430509545,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,1,,,Verdadero,Falso,j,B,congruent_left,Cuando la artista pintó el cuadro cayó de la pared,1,1,0,0,f,0,27,El cuadro está colgado firmemente.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,45,45,6,,,,,,,,,,,,,,,,,,0.4664148779702373,0.45409290003590286,0.4664148779702373,0.38557745004072785,0.35670307697728276,0.8519923280109651,0.3334469549590722,0.3036408079788089,1.1854392829700373,0.6507823480060324,0.6203036730294116,1.8362216309760697,0.5861686239950359,0.5560560129815713,2.4223902549711056,0.36779803002718836,0.3390335700241849,2.790188284998294,0.39956418302608654,0.36933313799090683,3.1897524680243805,0.5689198199543171,0.5397443930269219,3.7586722879786976,0.3835263280197978,0.3541670880513266,4.142198615998495,0.3689434819971211,0.3397301899967715,4.5111420979956165,,,,,,,,,,,,,,,,,,,,f,1,0.45611515996279195,j,1,2.278054235037416,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,1,,,Verdadero,Falso,f,A,congruent_right,a,0,0,0,0,j,0,304,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,46,46,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.45582602301146835,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,j,B,incongruent_left,Después de que salieron la casa se quedó muy limpia,0,1,1,0,f,0,102,Todavía deben limpiar la casa.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,47,47,20,,,,,,,,,,,,,,,,,,0.45052087999647483,0.4400299369590357,0.45052087999647483,0.4176591550349258,0.3853186030173674,0.8681800350314006,0.33426959498319775,0.302273650013376,1.2024496300145984,0.3499793490045704,0.3215682810405269,1.5524289790191688,0.6355080369976349,0.5891400529653765,2.1879370160168037,0.45165160699980333,0.4197785339783877,2.639588623016607,0.7688495200127363,0.7364082579733804,3.4084381430293433,0.31760964496061206,0.28858396998839453,3.7260477879899554,0.5847945850109681,0.5561764169833623,4.3108423730009235,0.3843726600171067,0.35205513203982264,4.69521503301803,,,,,,,,,,,,,,,,,,,,f,1,0.3731329949805513,j,1,2.2934293120051734,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,j,B,incongruent_left,Los estudiantes metieron la tarea que la maestra les dio en la clase en sus bolsas antes de irse,1,1,1,0,f,1,40,La maestra se quedó con la tarea de los alumnos.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,48,48,19,,,,,,,,,,,,,,,,,,0.49997747800080106,0.48342084599426016,0.49997747800080106,0.3673229299602099,0.33925422601168975,0.8673004079610109,0.38413919700542465,0.3544653870048933,1.2514396049664356,0.5353946150280535,0.5029414520249702,1.786834219994489,0.501423200010322,0.45619354699738324,2.288257420004811,0.41731540800537914,0.36817302397685125,2.7055728280101903,0.43439691595267504,0.40366632799850777,3.1399697439628653,0.4513064890052192,0.41881903499597684,3.5912762329680845,0.36678630200913176,0.32135856698732823,3.9580625349772163,0.4695050499867648,0.43883765098871663,4.427567584963981,0.4333910020068288,0.4044098099693656,4.86095858697081,0.30158878304064274,0.2566356910392642,5.162547370011453,0.3160009039565921,0.28636159998131916,5.478548273968045,,,,0.5188113760086708,0.4723690249957144,5.9973596499767154,,,,,f,1,0.5893138870014809,j,1,3.280067175044678,,,,None,None,0.33328927803086117,0.2873099119751714,6.330648928007577,0.3019589969771914,0.27282283001113683,6.632607924984768,0.284846814989578,0.2579566650092602,6.917454739974346,0.3496759030385874,0.3052113489829935,7.267130643012933,0.2853453299612738,0.2395092549850233,7.552475972974207,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,f,B,single_left,Mi celular se me rompió cuando se me cayó al piso,0,0,0,1,f,0,252,Mi celular ya está roto.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,49,49,51,,,,,,,,,,,,,,,,,,0.482842936005909,0.4714065340231173,0.482842936005909,0.3356617559911683,0.30303003202425316,0.8185046919970773,0.4345259050023742,0.40641152299940586,1.2530305969994515,0.4169587430078536,0.3889930220320821,1.6699893400073051,0.350911547022406,0.3211461550090462,2.020900887029711,0.45195987296756357,0.4184057250386104,2.4728607599972747,0.6517953120055608,0.6191391799948178,3.1246560720028356,0.350242979999166,0.3218680249992758,3.4748990520020016,0.4002584529807791,0.36907159799011424,3.8751575049827807,0.5696350350044668,0.5435082379844971,4.444792539987247,0.3342547800275497,0.30457855499116704,4.779047320014797,,,,,,,,,,,,,,,,,f,1,0.7899056670139544,j,0,2.0054659379529767,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,1,,,Verdadero,Falso,f,A,congruent_right,a,0,0,0,0,j,0,312,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,50,50,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.6055297949933447,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,f,B,single_left,Los pasteles en la cocina de los Menéndez son para la fiesta de cumpleaños,0,0,0,1,f,0,232,Los Menéndez van a una fiesta.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,51,51,31,,,,,,,,,,,,,,,,,,0.7671670949785039,0.7515321369864978,0.7671670949785039,0.41867686301702634,0.38541823701234534,1.1858439579955302,0.5507211619988084,0.5228515549679287,1.7365651199943386,0.41805365798063576,0.38915616797748953,2.1546187779749744,0.300818337011151,0.271370945032686,2.4554371149861254,0.3841990599757992,0.35172822704771534,2.8396361749619246,0.26711987802991644,0.2344491800176911,3.106756052991841,0.4515463470015675,0.42411356000229716,3.5583023999934085,0.3173159849829972,0.28817281796364114,3.8756183849764057,0.3670061500160955,0.32157241296954453,4.242624534992501,0.7695968929911032,0.7403964480035938,5.012221427983604,0.2836298099718988,0.2543572729919106,5.295851237955503,0.28461208200315014,0.2552642079535872,5.580463319958653,,,,0.31764542299788445,0.28886174503713846,5.898108742956538,,,,,f,1,0.439362847013399,j,0,4.935449999989942,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,j,B,single_left,Siempre que da un concierto la artista canta sus canciones más conocidas,0,0,0,1,f,0,240,La artista siempre canta sus canciones recien salidas.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,52,52,39,,,,,,,,,,,,,,,,,,0.46709418995305896,0.4509733419981785,0.46709418995305896,0.38327398302499205,0.3537646430195309,0.850368172978051,0.3179153819801286,0.2884761850000359,1.1682835549581796,0.28442980302497745,0.2550992550095543,1.452713357983157,0.3175439949845895,0.28989932499825954,1.7702573529677466,0.46819186699576676,0.4395783600048162,2.2384492199635133,0.4009354200097732,0.3720804229960777,2.6393846399732865,0.7172252499731258,0.6844432490179315,3.3566098899464123,0.35105423000641167,0.3225128789781593,3.707664119952824,0.3185920750256628,0.2895361029659398,4.026256194978487,0.35024732496822253,0.32273795997025445,4.376503519946709,0.3679433450452052,0.33393122296547517,4.7444468649919145,,,,,,,,,,,,,,f,1,0.4201858710148372,j,1,7.224189456959721,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,f,B,incongruent_left,Los planos del arquitecto tienen un diseño muy creativo ,0,0,1,0,f,0,251,El arquitecto es muy bueno y creativo.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,53,53,50,,,,,,,,,,,,,,,,,,0.5838742580381222,0.5679608790087514,0.5838742580381222,0.35092594497837126,0.3212493150494993,0.9348002030164935,0.3170858999947086,0.28847433702321723,1.251886103011202,0.40199875697726384,0.37262897699838504,1.653884859988466,0.33309468801598996,0.30357786297099665,1.9869795480044559,0.3851274020271376,0.3549597369856201,2.3721069500315934,0.41758404299616814,0.3855222399579361,2.7896909930277616,0.31713786197360605,0.28826041298452765,3.1068288550013676,0.4016365580027923,0.37225687701720744,3.50846541300416,,,,,,,,,,,,,,,,,,,,,,,f,1,0.5392093200352974,f,1,1.8058186220005155,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,1,,,Verdadero,Falso,j,B,congruent_right,Mientras el novio pagaba el diamante se le cayó al piso,1,1,0,0,j,0,26,La esposa dejó caer el diamante al piso.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,54,54,5,,,,,,,,,,,,,,,,,,0.46878609800478444,0.46287965396186337,0.46878609800478444,0.46804080496076494,0.4399985800264403,0.9368269029655494,0.36729955702321604,0.3388234779704362,1.3041264599887654,0.40038864500820637,0.3684113100171089,1.7045151049969718,0.3684076350182295,0.3390812879661098,2.0729227400152013,0.5347782899625599,0.5061948330258019,2.607701029977761,1.067834395042155,1.0374454600387253,3.675535425019916,0.4526842599734664,0.4225696070352569,4.1282196849933825,0.3343230729806237,0.3049293929943815,4.462542757974006,0.35095742502016947,0.3225229969830252,4.813500182994176,0.4172841549734585,0.3842267469735816,5.230784337967634,,,,,,,,,,,,,,,,,j,1,0.47219975298503414,j,1,2.443704230012372,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,f,B,incongruent_right,Antes de servir la comida el mesero rellenó las copas,0,0,1,0,j,0,245,El mesero era muy atento con los clientes.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,55,55,44,,,,,,,,,,,,,,,,,,0.8674529550480656,0.8584069470525719,0.8674529550480656,0.401496636972297,0.3719079020083882,1.2689495920203626,0.316917777992785,0.28825274703558534,1.5858673700131476,0.36811674502678216,0.33441530994605273,1.9539841150399297,0.4014177150093019,0.3726405799970962,2.3554018300492316,0.41786511498503387,0.3886334869894199,2.7732669450342655,0.3337710119667463,0.30429094698047265,3.107037957001012,0.40066504303831607,0.370951300021261,3.507703000039328,0.803510395984631,0.7724652260076255,4.311213396023959,0.46734369901241735,0.4384126750519499,4.778557095036376,,,,,,,,,,,,,,,,,,,,j,1,0.6407174440100789,f,1,2.4448113319813274,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,f,A,single_right,a,0,0,0,1,j,0,310,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,56,56,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.43502177298069,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,f,B,incongruent_left,Mi papá guardó la pintura que hizo en su despacho de trabajo,0,1,1,0,f,0,114,Mi papá se quedó orgulloso de su pintura.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,57,57,26,,,,,,,,,,,,,,,,,,0.4837906350148842,0.4717605150071904,0.4837906350148842,0.38488199800485745,0.3550612950348295,0.8686726330197416,0.45077665499411523,0.42201061302330345,1.3194492880138569,0.4338623419753276,0.40549565199762583,1.7533116299891844,0.3847223750199191,0.3520623929798603,2.1380340050091036,0.5507096860092133,0.522793483978603,2.688743691018317,0.31856744398828596,0.2898288569995202,3.007311135006603,0.40113586297957227,0.3722478900454007,3.408446997986175,0.5336353399907239,0.5050901079666801,3.942082337976899,0.3689190000295639,0.3354914719820954,4.311001338006463,0.6337924620020203,0.6054664929979481,4.944793800008483,0.33494948997395113,0.3049578770296648,5.279743289982434,,,,,,,,,,,,,,f,1,0.4552881200215779,f,1,2.9272097069770098,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,f,B,incongruent_right,Cuando el escultor terminó la obra tenía tres metros  de altura,1,1,1,0,j,1,29,La estatua era muy alta.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,58,58,8,,,,,,,,,,,,,,,,,,0.5659641979727894,0.5524129900150001,0.5659641979727894,0.4189581270329654,0.3888878900324926,0.9849223250057548,0.2845567049807869,0.25509529799455777,1.2694790299865417,0.8684152450296097,0.8356677399715409,2.1378942750161514,0.6014589199912734,0.5730051400023513,2.739353195007425,0.3509664579760283,0.322226446995046,3.090319652983453,0.48469637997914106,0.4553875250276178,3.575016032962594,1.3538964750478044,1.3241930300137028,4.928912508010399,0.46770114195533097,0.43811507301870733,5.39661364996573,0.4682415450224653,0.43982150696683675,5.864855194988195,1.1031153100193478,1.0751490620314144,6.967970505007543,,,,,,,,,,,,,,,,,j,1,0.5878339000046253,f,1,1.2540054630371742,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,1,,,Verdadero,Falso,j,B,congruent_right,Las artistas colocaron el cuadro que su colega dejó en la pared en la oficina privada antes de su exhibición,1,1,0,0,j,0,38,La galería de arte estaba vacía cuando las artistas llegaron.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,59,59,17,,,,,,,,,,,,,,,,,,0.5010395400458947,0.4804035039851442,0.5010395400458947,0.3343133499729447,0.3054850280168466,0.8353528900188394,0.3328572019818239,0.3033893830142915,1.1682100920006633,0.4516054250416346,0.4050918100401759,1.6198155170422979,0.5187148979748599,0.4848602329730056,2.138530415017158,0.38431133702397346,0.33907124504912645,2.5228417520411313,0.4678065449697897,0.4386289999820292,2.990648297010921,0.351239568029996,0.3225066279992461,3.341887865040917,0.4005289999768138,0.35537716798717156,3.7424168650177307,0.5354103849967942,0.48483044997556135,4.277827250014525,0.36746298003708944,0.3217666700365953,4.645290230051614,0.2835737219429575,0.2535242429585196,4.928863951994572,0.5857921550050378,0.5521213929750957,5.51465610699961,,,,0.3163457030314021,0.2878279580036178,5.831001810031012,,,,,j,1,0.5396491420106031,j,1,4.816887512046378,,,,None,None,0.3348973569809459,0.3056438150233589,6.165899167011958,0.30077280901605263,0.2715865109930746,6.46667197602801,0.3509072859887965,0.32126545504434034,6.817579262016807,0.35095276799984276,0.3215175900259055,7.1685320300166495,0.3009362299926579,0.27228373498655856,7.469468260009307,0.31771243002731353,0.2889782949932851,7.787180690036621,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,f,B,single_right,Los meseros preparan las verduras en la cocina antes de servirlas,0,0,0,1,j,0,234,Los meseros lavan las verduras.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,60,60,33,,,,,,,,,,,,,,,,,,0.4990269059780985,0.4864703589701094,0.4990269059780985,0.41813637100858614,0.3899979960406199,0.9171632769866847,0.4008844660129398,0.3706628839718178,1.3180477429996245,0.45194116700440645,0.4048828760278411,1.769988910004031,0.35112025699345395,0.32391607301542535,2.121109166997485,0.46715323301032186,0.4351416819845326,2.5882624000078067,0.43519568501506,0.40480569802457467,3.0234580850228667,0.33437253499869257,0.30638105497928336,3.3578306200215593,0.2677686719689518,0.2398141140001826,3.625599291990511,0.367107109981589,0.33853220200398937,3.9927064019721,0.3674129650462419,0.3377358799916692,4.360119367018342,,,,,,,,,,,,,,,,,j,1,0.42239432997303084,f,1,3.8149376629735343,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,j,B,incongruent_right,Mientras el maestro tocaba el violín resonaba por todo el salón,1,1,1,0,j,1,25,El maestro tocaba el piano.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,61,61,4,,,,,,,,,,,,,,,,,,0.484737690014299,0.4683854149770923,0.484737690014299,0.4333175600040704,0.40299990301718935,0.9180552500183694,0.3684761750046164,0.3387306770309806,1.2865314250229858,0.30056691000936553,0.2710656499839388,1.5870983350323513,0.5018591270199977,0.4686412329901941,2.088957462052349,0.36775367497466505,0.3350252800155431,2.456711137027014,0.4165416909963824,0.3843242130242288,2.8732528280233964,0.7193787320284173,0.6908708510454744,3.5926315600518137,0.3503535169875249,0.32228491798741743,3.9429850770393386,0.4182690500165336,0.38801781297661364,4.361254127055872,0.3343138299533166,0.3055040800245479,4.695567957009189,,,,,,,,,,,,,,,,,j,1,0.6054115750011988,j,1,1.6260149300214835,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,f,B,single_right,Mi tarjeta de crédito se me quedó en casa,0,0,0,1,j,0,254,Tuve que usar efectivo para pagar.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,62,62,53,,,,,,,,,,,,,,,,,,0.8517695550108328,0.8418900980032049,0.8517695550108328,0.4002396449795924,0.3701948740053922,1.2520091999904253,0.3681147050228901,0.3345622799824923,1.6201239050133154,0.4670490400167182,0.43810696696164086,2.0871729450300336,0.45191632298519835,0.42320967197883874,2.539089268015232,0.35126275196671486,0.3062911419547163,2.890352019981947,0.4004410630441271,0.3715857829665765,3.290793083026074,0.30070594197604805,0.2711637349566445,3.591499025002122,0.3682206399971619,0.33891012700041756,3.959719664999284,,,,,,,,,,,,,,,,,,,,,,,j,1,0.4351533430162817,f,1,1.8569525280036032,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,f,B,incongruent_left,Antes de que celebraran esa canción no era muy popular ,0,1,1,0,f,0,106,Nadie sabía la canción antes.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,63,63,22,,,,,,,,,,,,,,,,,,0.5183218899765052,0.5120338319684379,0.5183218899765052,0.38415729999542236,0.35499566700309515,0.9024791899719276,0.2845231880201027,0.2546614049933851,1.1870023779920302,0.2841458619805053,0.2554124880116433,1.4711482399725355,0.26721312501467764,0.23817172000417486,1.7383613649872132,0.651775318023283,0.6220449949614704,2.390136683010496,1.1200803599786013,1.0910680750384927,3.5102170429890975,0.534717217029538,0.5023314080317505,4.0449342600186355,0.4010498629650101,0.3725412530475296,4.445984122983646,0.3339808550081216,0.3057678070035763,4.779964977991767,,,,,,,,,,,,,,,,,,,,f,1,0.6207803329452872,f,1,2.310414193023462,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,j,B,single_left,Linda hace un paseo en las montañas todos los sábados,0,0,0,1,f,0,236,A Linda no le gusta la naturaleza.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,64,64,35,,,,,,,,,,,,,,,,,,0.49888136103982106,0.48288983502425253,0.49888136103982106,0.35032743599731475,0.3209254349931143,0.8492087970371358,0.3172994899796322,0.2870801870012656,1.166508287016768,0.467881684016902,0.4344415710074827,1.63438997103367,0.40147594595327973,0.387965455010999,2.0358659169869497,0.38415847602300346,0.35303059802390635,2.420024393009953,0.25113100901944563,0.22185513703152537,2.671155402029399,0.41770974796963856,0.3893689750111662,3.0888651499990374,0.33451460202923045,0.2886454180115834,3.423379752028268,0.31728940497851,0.288708409992978,3.740669157006778,,,,,,,,,,,,,,,,,,,,f,1,0.6396795050241053,j,1,1.4540670069982298,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,1,,,Verdadero,Falso,f,A,congruent_right,a,0,0,0,0,j,0,308,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,65,65,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.5388161400333047,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
